genome_origin	qseqid	pident	length	evalue	bitscore	sseqid	stitle
573.20193	573.20193|accn|UFAN01000001_1|accn|UFAN01000001_1:16;size=3	87.5	80	7.57e-14	79.8	NZ_JACGYC010000002.1	NZ_JACGYC010000002.1 Staphylococcus aureus strain SA2028 map unlocalized plasmid unnamed NODE_2_length_578871_cov_33.101906, whole genome shotgun sequence
573.20193	573.20193|accn|UFAN01000001_1|accn|UFAN01000001_1:17;size=4	85.915	71	1.37e-08	61.9	NZ_JARYHW010000002.1	NZ_JARYHW010000002.1 Staphylococcus aureus strain IT-MSSA51 plasmid unnamed, whole genome shotgun sequence
573.20193	573.20193|accn|UFAN01000001_1|accn|UFAN01000001_1:18;size=2	88.333	60	2.45e-09	63.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20193	573.20193|accn|UFAN01000001_1|accn|UFAN01000001_1:25;size=1	88.679	53	1.51e-07	58.0	NZ_JACGYC010000002.1	NZ_JACGYC010000002.1 Staphylococcus aureus strain SA2028 map unlocalized plasmid unnamed NODE_2_length_578871_cov_33.101906, whole genome shotgun sequence
573.20193	573.20193|accn|UFAN01000001_1|accn|UFAN01000001_1:26;size=2	85.915	71	1.37e-08	61.9	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.20193	573.20193|accn|UFAN01000001_1|accn|UFAN01000001_1:27;size=1	88.235	68	1.42e-11	71.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20193	573.20193|accn|UFAN01000001_1|accn|UFAN01000001_1:5;size=5	85.246	122	1.18e-19	99.6	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20193	573.20193|accn|UFAN01000001_1|accn|UFAN01000001_1:7;size=4	85.714	98	6.26e-15	83.8	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20193	573.20193|accn|UFAN01000001_1|accn|UFAN01000001_1:9;size=3	86.538	104	1.55e-18	95.6	NZ_JBFRBT010000181.1	NZ_JBFRBT010000181.1 Staphylococcus aureus strain SA_D1S_OM_E map unlocalized plasmid unnamed2 k141_202, whole genome shotgun sequence
573.20287	573.20287|accn|UFDU01000004_3|accn|UFDU01000004_3:5;size=1	90.741	54	1.6e-10	67.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20308	573.20308|accn|UFEK01000035_1|accn|UFEK01000035_1:8;size=1	100.0	33	2.31e-10	65.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.20347	573.20347|accn|UFGF01000001_1|accn|UFGF01000001_1:5;size=1	100.0	33	2.31e-10	65.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.20347	573.20347|accn|UFGF01000001_1|accn|UFGF01000001_1:7;size=1	96.97	33	5.62e-08	58.0	NZ_JBSDRT010000004.1	NZ_JBSDRT010000004.1 Klebsiella pneumoniae strain Kpn_54H plasmid p3, whole genome shotgun sequence
573.20347	573.20347|accn|UFGF01000001_2|accn|UFGF01000001_2:6;size=1	93.333	30	0.000845	44.1	NZ_JBRAWZ010000002.1	NZ_JBRAWZ010000002.1 Enterobacter kobei strain 23AR0093 plasmid p23AR0093A, whole genome shotgun sequence
573.20347	573.20347|accn|UFGF01000001_2|accn|UFGF01000001_2:7;size=1	100.0	33	2.31e-10	65.9	NZ_JBSDRT010000004.1	NZ_JBSDRT010000004.1 Klebsiella pneumoniae strain Kpn_54H plasmid p3, whole genome shotgun sequence
573.20481	573.20481|accn|UISU01000001_2|accn|UISU01000001_2:16;size=1	100.0	33	2.31e-10	65.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.20481	573.20481|accn|UISU01000001_2|accn|UISU01000001_2:25;size=1	100.0	33	2.31e-10	65.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.20563	573.20563|accn|UIVY01000004_1|accn|UIVY01000004_1:12;size=1	91.228	57	2.78e-12	73.8	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20563	573.20563|accn|UIVY01000004_1|accn|UIVY01000004_1:13;size=1	88.462	78	3.99e-15	83.8	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20563	573.20563|accn|UIVY01000004_1|accn|UIVY01000004_1:16;size=1	86.154	65	1.65e-07	58.0	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20563	573.20563|accn|UIVY01000004_1|accn|UIVY01000004_1:1;size=2	85.577	104	3.93e-16	87.7	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20563	573.20563|accn|UIVY01000004_1|accn|UIVY01000004_1:20;size=1	89.831	59	4.34e-11	69.9	NZ_JARYHX010000005.1	NZ_JARYHX010000005.1 Staphylococcus aureus strain GE-MSSA39 plasmid unnamed3, whole genome shotgun sequence
573.20563	573.20563|accn|UIVY01000004_1|accn|UIVY01000004_1:3;size=2	85.455	110	2.52e-17	91.7	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20563	573.20563|accn|UIVY01000004_1|accn|UIVY01000004_1:5;size=2	85.542	83	6e-11	69.9	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.20563	573.20563|accn|UIVY01000004_1|accn|UIVY01000004_1:6;size=1	90.323	62	7.03e-13	75.8	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20687	573.20687|accn|UJAT01000004_1|accn|UJAT01000004_1:11;size=1	90.0	60	1.28e-11	71.9	NZ_JARYIE010000002.1	NZ_JARYIE010000002.1 Staphylococcus aureus strain GE-MRSA14 plasmid unnamed, whole genome shotgun sequence
573.20687	573.20687|accn|UJAT01000004_1|accn|UJAT01000004_1:12;size=1	85.542	83	6.18e-11	69.9	NZ_JARYIA010000006.1	NZ_JARYIA010000006.1 Staphylococcus aureus strain GE-MSSA34 plasmid unnamed2, whole genome shotgun sequence
573.20687	573.20687|accn|UJAT01000004_1|accn|UJAT01000004_1:13;size=1	90.476	42	6.72e-06	52.0	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20687	573.20687|accn|UJAT01000004_1|accn|UJAT01000004_1:14;size=1	89.796	49	1.09e-07	58.0	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20687	573.20687|accn|UJAT01000004_1|accn|UJAT01000004_1:1;size=3	87.179	78	1e-12	75.8	NZ_JACGYD010000002.1	NZ_JACGYD010000002.1 Staphylococcus aureus strain SA2010 map unlocalized plasmid unnamed1 NODE_2_length_467021_cov_38.538977, whole genome shotgun sequence
573.20687	573.20687|accn|UJAT01000004_1|accn|UJAT01000004_1:20;size=1	87.5	48	0.000105	48.1	NZ_JARYHW010000002.1	NZ_JARYHW010000002.1 Staphylococcus aureus strain IT-MSSA51 plasmid unnamed, whole genome shotgun sequence
573.20687	573.20687|accn|UJAT01000004_1|accn|UJAT01000004_1:24;size=1	93.617	47	2.86e-11	69.9	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20687	573.20687|accn|UJAT01000004_1|accn|UJAT01000004_1:30;size=1	88.889	45	3.17e-05	50.1	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20687	573.20687|accn|UJAT01000004_1|accn|UJAT01000004_1:3;size=2	88.235	85	6.66e-17	89.7	NZ_JBSJXU010000003.1	NZ_JBSJXU010000003.1 Enterococcus alishanensis strain JNUCC 77 plasmid unnamed2, whole genome shotgun sequence
573.20687	573.20687|accn|UJAT01000004_1|accn|UJAT01000004_1:4;size=1	89.744	78	1.69e-17	91.7	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.20687	573.20687|accn|UJAT01000004_1|accn|UJAT01000004_1:5;size=1	88.333	60	2.79e-09	63.9	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.20775	573.20775|accn|UJEN01000001_3|accn|UJEN01000001_3:18;size=1	96.875	32	2.08e-07	56.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.20775	573.20775|accn|UJEN01000001_3|accn|UJEN01000001_3:9;size=1	100.0	31	3.37e-09	61.9	NZ_JBRYHH010000001.1	NZ_JBRYHH010000001.1 Klebsiella pneumoniae strain KP4 plasmid pKP4_p1, whole genome shotgun sequence
573.20775	573.20775|accn|UJEN01000003_2|accn|UJEN01000003_2:21;size=2	96.667	30	3.47e-06	52.0	NZ_JBLETG010000011.1	NZ_JBLETG010000011.1 Enterobacter hormaechei strain A26535 plasmid p3_A26535, whole genome shotgun sequence
573.20775	573.20775|accn|UJEN01000003_2|accn|UJEN01000003_2:7;size=2	96.667	30	3.47e-06	52.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.20999	573.20999|accn|UJMV01000001_1|accn|UJMV01000001_1:6;size=2	100.0	33	2.31e-10	65.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.20999	573.20999|accn|UJMV01000001_2|accn|UJMV01000001_2:16;size=1	100.0	33	2.31e-10	65.9	NZ_JASISD010000003.1	NZ_JASISD010000003.1 Klebsiella pneumoniae strain CS00367 plasmid p1_CS00367, whole genome shotgun sequence
573.20999	573.20999|accn|UJMV01000001_2|accn|UJMV01000001_2:24;size=1	100.0	29	5.62e-08	58.0	NZ_JBROXS010000002.1	NZ_JBROXS010000002.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed1, whole genome shotgun sequence
573.20999	573.20999|accn|UJMV01000001_2|accn|UJMV01000001_2:26;size=1	96.552	29	1.37e-05	50.1	NZ_JBFCOO010000492.1	NZ_JBFCOO010000492.1 Enterobacter cloacae subsp. cloacae strain SDEclo754 plasmid p1_SDEclo754_OXA-181, whole genome shotgun sequence
573.20999	573.20999|accn|UJMV01000001_2|accn|UJMV01000001_2:9;size=1	93.548	31	0.000214	46.1	NZ_JAMYDH010000375.1	NZ_JAMYDH010000375.1 Enterobacter asburiae strain ECL402 map unlocalized plasmid unnamed233 contig1586, whole genome shotgun sequence
573.21094	573.21094|accn|UJQM01000007_1|accn|UJQM01000007_1:35;size=1	100.0	32	8.54e-10	63.9	NZ_JBSMIZ010000002.1	NZ_JBSMIZ010000002.1 Klebsiella pneumoniae strain PS-71 plasmid p1, whole genome shotgun sequence
573.21134	573.21134|accn|UJSA01000003_1|accn|UJSA01000003_1:6;size=1	100.0	33	2.31e-10	65.9	NZ_JBSMIU010000002.1	NZ_JBSMIU010000002.1 Klebsiella quasivariicola strain SW-9 plasmid p1, whole genome shotgun sequence
573.21145	573.21145|accn|UJSJ01000037_1|accn|UJSJ01000037_1:2;size=1	91.429	35	0.000267	46.1	NZ_JARYIA010000006.1	NZ_JARYIA010000006.1 Staphylococcus aureus strain GE-MSSA34 plasmid unnamed2, whole genome shotgun sequence
573.21265	573.21265|accn|UJWX01000003_1|accn|UJWX01000003_1:34;size=2	87.692	65	7.06e-10	65.9	NZ_SDWQ01000010.1	NZ_SDWQ01000010.1 Staphylococcus aureus strain SCPM-O-B-8476 map unlocalized plasmid unnamed NODE_10_length_4097_cov_135.559446, whole genome shotgun sequence
573.21265	573.21265|accn|UJWX01000003_1|accn|UJWX01000003_1:36;size=1	90.909	44	4.3e-07	56.0	NZ_JARYHW010000002.1	NZ_JARYHW010000002.1 Staphylococcus aureus strain IT-MSSA51 plasmid unnamed, whole genome shotgun sequence
573.21409	573.21409|accn|UKFB01000001_2|accn|UKFB01000001_2:4;size=1	100.0	33	2.31e-10	65.9	NZ_JADRUR020000003.1	NZ_JADRUR020000003.1 Klebsiella pasteurii strain KLO00002 plasmid p384_KLO00002_3, whole genome shotgun sequence
573.21448	573.21448|accn|UKGP01000003_1|accn|UKGP01000003_1:10;size=1	96.875	32	2.08e-07	56.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.21448	573.21448|accn|UKGP01000003_1|accn|UKGP01000003_1:1;size=3	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.21448	573.21448|accn|UKGP01000003_1|accn|UKGP01000003_1:29;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.21448	573.21448|accn|UKGP01000003_1|accn|UKGP01000003_1:41;size=2	93.75	32	5.08e-05	48.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.21448	573.21448|accn|UKGP01000003_1|accn|UKGP01000003_1:4;size=1	93.939	33	1.37e-05	50.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.21687	573.21687|accn|UKPU01000001_2|accn|UKPU01000001_2:11;size=2	100.0	33	2.31e-10	65.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.21687	573.21687|accn|UKPU01000001_2|accn|UKPU01000001_2:1;size=1	96.667	30	3.47e-06	52.0	NZ_RRPQ01000128.1	NZ_RRPQ01000128.1 Escherichia coli strain FWSEC0451 map unlocalized plasmid unnamed2 FWSEC0451_contig00004, whole genome shotgun sequence
573.21687	573.21687|accn|UKPU01000001_2|accn|UKPU01000001_2:3;size=1	93.939	33	1.37e-05	50.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.26072	573.26072|accn|CAADJV010000005_2|accn|CAADJV010000005_2:5;size=2	96.97	33	5.97e-08	58.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.26094	573.26094|accn|CAAGTU010000008_1|accn|CAAGTU010000008_1:24;size=1	100.0	30	1.42e-08	60.0	NZ_JBROXS010000002.1	NZ_JBROXS010000002.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed1, whole genome shotgun sequence
573.26108	573.26108|accn|CAAGUK010000004_1|accn|CAAGUK010000004_1:12;size=1	100.0	32	8.54e-10	63.9	NZ_JBSKBN010000002.1	NZ_JBSKBN010000002.1 Klebsiella pneumoniae strain RC_863 plasmid unnamed1, whole genome shotgun sequence
573.26108	573.26108|accn|CAAGUK010000004_1|accn|CAAGUK010000004_1:21;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.26108	573.26108|accn|CAAGUK010000004_1|accn|CAAGUK010000004_1:22;size=1	100.0	32	8.54e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.26115	573.26115|accn|CAAGUR010000005_1|accn|CAAGUR010000005_1:9;size=1	96.875	32	2.08e-07	56.0	NZ_SGOJ01000001.1	NZ_SGOJ01000001.1 Klebsiella pneumoniae strain CR5 map unlocalized plasmid unnamed1 contig1, whole genome shotgun sequence
573.26165	573.26165|accn|CAAGWP010000007_1|accn|CAAGWP010000007_1:23;size=1	93.75	32	5.08e-05	48.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.26209	573.26209|accn|CAAGYG010000011_1|accn|CAAGYG010000011_1:2;size=1	100.0	32	8.54e-10	63.9	NZ_JBROXS010000005.1	NZ_JBROXS010000005.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed4, whole genome shotgun sequence
573.26291	573.26291|accn|CAAHBJ010000013_1|accn|CAAHBJ010000013_1:1;size=2	96.97	33	7.38e-08	58.0	NZ_JBSPDI010000002.1	NZ_JBSPDI010000002.1 Escherichia coli strain EC600_TC_NKI plasmid pEC600_Vir, whole genome shotgun sequence
573.26306	573.26306|accn|CAAHBY010000002_1|accn|CAAHBY010000002_1:34;size=1	96.429	28	5.08e-05	48.1	NZ_JBSQHG010000002.1	NZ_JBSQHG010000002.1 Klebsiella grimontii strain L15 map unlocalized plasmid unnamed contig_2, whole genome shotgun sequence
573.27238	573.27238|accn|SUOU02000011_2|accn|SUOU02000011_2:3;size=3	100.0	33	2.59e-10	65.9	NZ_JBSPDI010000002.1	NZ_JBSPDI010000002.1 Escherichia coli strain EC600_TC_NKI plasmid pEC600_Vir, whole genome shotgun sequence
573.27238	573.27238|accn|SUOU02000011_2|accn|SUOU02000011_2:4;size=1	100.0	29	6.32e-08	58.0	NZ_JBRZEX010000003.1	NZ_JBRZEX010000003.1 Klebsiella variicola strain MULT00103 plasmid pMULT00103_3, whole genome shotgun sequence
573.27238	573.27238|accn|SUOU02000013_3|accn|SUOU02000013_3:41;size=1	100.0	32	8.54e-10	63.9	NZ_JANAVU010000004.1	NZ_JANAVU010000004.1 Klebsiella quasipneumoniae strain Kpn-96 map unlocalized plasmid pn-96 4, whole genome shotgun sequence
573.27442	573.27442|accn|VUBV01000016_1|accn|VUBV01000016_1:5;size=1	100.0	33	2.31e-10	65.9	NZ_JBRJPH010000003.1	NZ_JBRJPH010000003.1 Klebsiella aerogenes strain EB00136 plasmid p403_EB00136_3, whole genome shotgun sequence
573.27442	573.27442|accn|VUBV01000016_1|accn|VUBV01000016_1:6;size=1	100.0	33	2.31e-10	65.9	NZ_JBRAVG010000003.1	NZ_JBRAVG010000003.1 Klebsiella pneumoniae strain 21AR0491 plasmid p21AR0491B, whole genome shotgun sequence
573.27582	573.27582|accn|CABDVK010000004_1|accn|CABDVK010000004_1:3;size=2	96.875	32	2.22e-07	56.0	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.27582	573.27582|accn|CABDVK010000004_1|accn|CABDVK010000004_1:8;size=3	100.0	33	2.31e-10	65.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.27589	573.27589|accn|CABDVV010000003-3_3|accn|CABDVV010000003-3_3:6;size=4	100.0	37	1.18e-12	73.8	NZ_JAFHLI010000007.1	NZ_JAFHLI010000007.1 Klebsiella pneumoniae strain KP-17Pi plasmid pKP-17PI_HIB-FIB, whole genome shotgun sequence
573.27592	573.27592|accn|CABDWI010000002_1|accn|CABDWI010000002_1:4;size=1	100.0	32	9.11e-10	63.9	NZ_JBSQHF010000002.1	NZ_JBSQHF010000002.1 Klebsiella pneumoniae strain L20 map unlocalized plasmid unnamed contig_3, whole genome shotgun sequence
573.27592	573.27592|accn|CABDWI010000002_1|accn|CABDWI010000002_1:6;size=1	93.75	32	5.41e-05	48.1	NZ_JBFQGG010000004.1	NZ_JBFQGG010000004.1 Enterobacter cloacae strain STK86-C plasmid pSTK86-C-C, whole genome shotgun sequence
573.27597	573.27597|accn|CABDWF010000002_1|accn|CABDWF010000002_1:7;size=1	100.0	32	8.54e-10	63.9	NZ_JBSKBN010000002.1	NZ_JBSKBN010000002.1 Klebsiella pneumoniae strain RC_863 plasmid unnamed1, whole genome shotgun sequence
573.27597	573.27597|accn|CABDWF010000002_1|accn|CABDWF010000002_1:9;size=1	100.0	32	8.54e-10	63.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.28018	573.28018|accn|WERP01000031_4|accn|WERP01000031_4:11;size=1	96.97	33	5.62e-08	58.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.28018	573.28018|accn|WERP01000031_4|accn|WERP01000031_4:7;size=1	96.875	32	2.22e-07	56.0	NZ_JBQPXK010000007.1	NZ_JBQPXK010000007.1 Escherichia coli strain NIB009 plasmid pF1, whole genome shotgun sequence
573.28018	573.28018|accn|WERP01000031_4|accn|WERP01000031_4:8;size=1	100.0	33	2.31e-10	65.9	NZ_JBROXS010000005.1	NZ_JBROXS010000005.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed4, whole genome shotgun sequence
573.28018	573.28018|accn|WERP01000031_4|accn|WERP01000031_4:9;size=1	93.333	30	0.000845	44.1	NZ_JBROXS010000002.1	NZ_JBROXS010000002.1 Klebsiella pneumoniae strain CRKP-C197 plasmid unnamed1, whole genome shotgun sequence
573.29066	573.29066|accn|WMIT01000002_1|accn|WMIT01000002_1:11;size=1	96.97	33	5.62e-08	58.0	NZ_JBLETG010000011.1	NZ_JBLETG010000011.1 Enterobacter hormaechei strain A26535 plasmid p3_A26535, whole genome shotgun sequence
573.29066	573.29066|accn|WMIT01000002_1|accn|WMIT01000002_1:23;size=1	100.0	33	2.31e-10	65.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.29066	573.29066|accn|WMIT01000002_1|accn|WMIT01000002_1:2;size=1	100.0	33	2.31e-10	65.9	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.29133	573.29133|accn|CACRXS010000005_1|accn|CACRXS010000005_1:17;size=1	100.0	33	2.31e-10	65.9	NZ_JBSQHG010000002.1	NZ_JBSQHG010000002.1 Klebsiella grimontii strain L15 map unlocalized plasmid unnamed contig_2, whole genome shotgun sequence
573.29133	573.29133|accn|CACRXS010000005_1|accn|CACRXS010000005_1:24;size=1	96.97	33	5.62e-08	58.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.29133	573.29133|accn|CACRXS010000005_1|accn|CACRXS010000005_1:3;size=1	93.939	33	1.37e-05	50.1	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.29133	573.29133|accn|CACRXS010000005_1|accn|CACRXS010000005_1:9;size=1	100.0	33	2.31e-10	65.9	NZ_JBRZDZ010000004.1	NZ_JBRZDZ010000004.1 Klebsiella pneumoniae strain JLKPA048 plasmid pJLKPA048-3, whole genome shotgun sequence
573.29527	573.29527|accn|RPFA01000010_1|accn|RPFA01000010_1:13;size=1	100.0	30	1.42e-08	60.0	NZ_JAMOLP010000004.1	NZ_JAMOLP010000004.1 Klebsiella pneumoniae strain Z0117KP0043 plasmid pZ0117KP0043-1, whole genome shotgun sequence
573.29579	573.29579|accn|PDFG01000034_3|accn|PDFG01000034_3:16;size=2	100.0	37	1.24e-12	73.8	NZ_JBDIXN010000002.1	NZ_JBDIXN010000002.1 Klebsiella pneumoniae strain 808330-17 map unlocalized plasmid p1530 2, whole genome shotgun sequence
573.29579	573.29579|accn|PDFG01000034_3|accn|PDFG01000034_3:20;size=2	100.0	38	3.14e-13	75.8	NZ_JBDIXN010000002.1	NZ_JBDIXN010000002.1 Klebsiella pneumoniae strain 808330-17 map unlocalized plasmid p1530 2, whole genome shotgun sequence
573.31025	573.31025|accn|JAANCY010000011_1|accn|JAANCY010000011_1:18;size=1	100.0	32	8.54e-10	63.9	NZ_NBON01000047.1	NZ_NBON01000047.1 Klebsiella pneumoniae strain ARPG-380 map unlocalized plasmid unnamed1 contig47, whole genome shotgun sequence
573.31025	573.31025|accn|JAANCY010000011_1|accn|JAANCY010000011_1:19;size=1	100.0	32	8.54e-10	63.9	NZ_NBON01000047.1	NZ_NBON01000047.1 Klebsiella pneumoniae strain ARPG-380 map unlocalized plasmid unnamed1 contig47, whole genome shotgun sequence
573.31025	573.31025|accn|JAANCY010000011_1|accn|JAANCY010000011_1:1;size=1	100.0	32	8.54e-10	63.9	NZ_NBON01000047.1	NZ_NBON01000047.1 Klebsiella pneumoniae strain ARPG-380 map unlocalized plasmid unnamed1 contig47, whole genome shotgun sequence
573.31025	573.31025|accn|JAANCY010000011_1|accn|JAANCY010000011_1:2;size=2	100.0	32	8.54e-10	63.9	NZ_NBON01000047.1	NZ_NBON01000047.1 Klebsiella pneumoniae strain ARPG-380 map unlocalized plasmid unnamed1 contig47, whole genome shotgun sequence
573.31025	573.31025|accn|JAANCY010000011_1|accn|JAANCY010000011_1:3;size=2	100.0	32	8.54e-10	63.9	NZ_NBON01000047.1	NZ_NBON01000047.1 Klebsiella pneumoniae strain ARPG-380 map unlocalized plasmid unnamed1 contig47, whole genome shotgun sequence
